field_1,Codigo,Linea,Nombre,Latitude,Longitud,No_Lineas,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,geometry
555,302-17,302,Calle Gral. Bernardo Reyes /Av. Siete,29.116016,-110.96404,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96404 29.116016)
556,302-18,302,Calle Gral. Bernardo Reyes /Av. Uno,29.113484,-110.963669,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963669 29.113484)
557,302-19,302,Calle Gral. Bernardo Reyes /Av. Ignacio Reyes,29.111781,-110.96336,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96336 29.111781)
558,302-20,302,Calle Gral. Bernardo Reyes /Av. Luis Orci,29.108903,-110.96291,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96291 29.108903)
559,302-21,302,Calle Gral. Bernardo Reyes /Av. Jose Maria Mendoza,29.106098,-110.962448,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.962448 29.106098)
560,302-22,302,Calle Gral. Bernardo Reyes /Av. Ventura G. Tena,29.10312,-110.96194,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96194 29.10312)
561,302-23,302,Av. Sguro Social / Calle Garmendia,29.102799,-110.959046,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.959046 29.102799)
562,302-24,302,Calle Garmendia / Av. Michoacan,29.101178,-110.958451,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.958451 29.101178)
563,302-25,302,Calle Garmendia / Tabasco Sur,29.09968,-110.958208,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.958208 29.09968)
564,302-26,302,Calle Garmendia / Av. 3ra privada de Yañes,29.096541,-110.957731,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957731 29.096541)
565,302-27,302,Calle Garmendia / Nayarit,29.094852,-110.95751,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.95751 29.094852)
566,302-28,302,Calle Garmendia / Av. Tamaulipas,29.092466,-110.957133,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957133 29.092466)
567,302-29,302,Calle Garmendia / Av. San Luis Potosi,29.090438,-110.956799,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.956799 29.090438)
568,302-30,302,Calle Garmedia / Av. Everardo Monrroy,29.086795,-110.956057,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.956057 29.086795)
569,302-31,302,Blvd. Luis Encinas J. / Calle Guerrero,29.084366,-110.954255,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.954255 29.084366)
570,302-32,302,Blvd. Luis Encinas J. / Calle Benito Juarez,29.083671,-110.951903,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.951903 29.083671)
571,302-33,302,Calle Juarez / Av. Sonora,29.081553,-110.951298,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.951298 29.081553)
572,302-34,302,Av. Luis Donaldo Colosio / Calle Guerrero,29.080924,-110.95401,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.95401 29.080924)
573,302-35,302,Calle Garmedia / Av. Dr. Alberto G. Noriega,29.079883,-110.954771,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.954771 29.079883)
574,302-36,302,Calle Garmedia / Av. Plutarco Elias Calles,29.077999,-110.954398,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.954398 29.077999)
575,302-38,302,Blvr. Miguel Hidalgo / Calle Pedro Moreno,29.075665,-110.957767,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957767 29.075665)
576,302-39,302,Calle Londres / Av. Dr. Paliza,29.074485,-110.961577,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.961577 29.074485)
577,302-40,302,Av. Dr. Paliza / Calle  Marsella,29.074093,-110.963822,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963822 29.074093)
578,302-41,302,Av. Dr. Paliza / Calle Juan Navarrete,29.073694,-110.967967,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967967 29.073694)
579,302-42,302,Av. Dr. Paliza / Calle Sahuaripa,29.073487,-110.970365,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970365 29.073487)
580,302-43,302,Av. Dr. Paliza / Calle Padua,29.073252,-110.973132,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973132 29.073252)
581,1501-40,1501,Olivares Y Dr.Paliza,29.074414,-110.974641,2,1501,302,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974641 29.074414)
582,302-45,302,Av. San Antonio / Calle Olivares,29.077789,-110.975277,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975277 29.077789)
583,302-46,302,Av. Hidalgo / Calle Arcoiris,29.078147,-110.977696,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.977696 29.078147)
584,302-47,302,Av. Hidalgo /Blvd. Solidaridad,29.078945,-110.981543,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981543 29.078945)
585,302-48,302,Av. Del Paseo / Calle Real del Arco,29.080749,-110.984336,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984336 29.080749)
586,302-49,302,Av. Quinto Mayor / Calle Real del Arco,29.082115,-110.98397,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98397 29.082115)
587,302-50,302,Av. Quinto Mayor / Quinta Alegre,29.082084,-110.985973,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985973 29.082084)
588,302-51,302,Av. Quinto Mayor / Quinta las Canoras,29.082097,-110.989832,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.989832 29.082097)
589,302-52,302,Av. Quinto Mayor / Blvd. Paseo de las Quintas,29.08208,-110.992101,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992101 29.08208)
590,302-53,302,Av. Quinto Mayor / Calz. De los Angeles,29.081901,-110.995066,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.995066 29.081901)
591,302-54,302,Calle E / Calz. De los Angeles,29.08268,-110.995954,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.995954 29.08268)
592,302-55,302,Calz. San Bernardino /Dr. Jose Miro Abella,29.082179,-111.000576,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.000576 29.082179)
593,302-64,302,Blvd. Luis Donaldo Colosio Pte. / Blvd. Hector Espino,29.080523,-111.049578,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.049578 29.080523)
594,302-73,302,luis donaldo colosio y calz. San bernandino,29.083769,-111.000781,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.000781 29.083769)
595,302-74,302,luis donaldo colosio y calz. De los angeles,29.084897,-110.997015,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.997015 29.084897)
596,302-75,302,av. Luis donaldo colosio y blvd las quintas,29.08537,-110.991448,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.991448 29.08537)
597,302-76,302,blvd solidaridad,29.086307,-110.987311,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987311 29.086307)
598,302-77,302,blvd solidaridad y blvd juan navarrete,29.088275,-110.989096,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.989096 29.088275)
599,302-78,302,blvd solidaridad,29.093028,-110.992521,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992521 29.093028)
600,302-79,302,blvd solidaridad,29.095287,-110.992529,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992529 29.095287)
601,302-81,302,blvd solidaridad y av jose maria mendoza,29.102442,-110.992564,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992564 29.102442)
602,302-82,302,blvd solidaridad,29.104197,-110.992541,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992541 29.104197)
603,302-83,302,blvd solidaridad y av jesus siqueiros,29.10622,-110.992648,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992648 29.10622)
604,302-84,302,blvd solidaridad y av. Perimetral norte,29.109137,-110.99263,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.99263 29.109137)
605,302-85,302,blvd solidaridad y av tepic,29.111427,-110.992642,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992642 29.111427)
606,302-86,302,calle cedros y camelia,29.113896,-110.989854,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.989854 29.113896)
607,302-87,302,calle cedros y av las torres,29.115352,-110.989883,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.989883 29.115352)
608,302-88,302,av las torres y calle margarita maza de juarez,29.11571,-110.988088,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988088 29.11571)
609,302-89,302,av. Las torres y calle t lopez del castillo,29.115706,-110.983545,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983545 29.115706)
610,302-90,302,av las torres y olivares,29.115752,-110.981023,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981023 29.115752)
611,302-91,302,privada gandara y blvd lazaro cardenas,29.116915,-110.978638,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.978638 29.116915)
612,302-92,302,blvd lazaro cardenas y 12 de octubre,29.115531,-110.975265,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975265 29.115531)
613,302-93,302,Calle Francisco Monteverde y av ocho,29.115695,-110.973188,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973188 29.115695)
614,302-94,302,calle francisco monteverde y av ley feredal del trabajo,29.119144,-110.973782,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973782 29.119144)
615,302-95,302,calle francisco monteverde y av articulo tercero,29.120587,-110.974003,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974003 29.120587)
616,302-96,302,calle francisco monteverde y av. Plan de ayala,29.123914,-110.974542,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974542 29.123914)
617,302-97,302,calle francisco monteverde y huepac,29.126206,-110.974922,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974922 29.126206)
618,302-98,302,calle francisco monteverde y bacerac,29.128879,-110.975352,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975352 29.128879)
619,302-99,302,calle francisco monteverde y nacori chico,29.13146,-110.975765,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975765 29.13146)
620,302-100,302,calle francisco monteverde y mazatan,29.133181,-110.97605,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97605 29.133181)
621,302-101,302,calle francisco monteverde y granados,29.13629,-110.97655,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97655 29.13629)
622,302-102,302,calle francisco monteverde y san rafael,29.138653,-110.97695,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97695 29.138653)
623,302-103,302,Calle Francisco Monteverde y topahue,29.141898,-110.977447,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.977447 29.141898)
624,302-104,302,Calle Francisco Monteverde,29.145017,-110.977303,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.977303 29.145017)
625,302-105,302,blvd. Josemaria escriva,29.148794,-110.977628,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.977628 29.148794)
626,302-106,302,blvd. Luz valencia y  blvd josemaria escriva,29.152704,-110.97822,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97822 29.152704)
627,302-107,302,Av villa real y villa escondida,29.153287,-110.976195,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.976195 29.153287)
628,1602-53,1602,Luz Valencia y Mazocahui,29.153418,-110.973856,2,1602,302,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973856 29.153418)
629,1602-54,1602,Luz Valencia y General Piña,29.153472,-110.972477,2,1602,302,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972477 29.153472)
630,302-110,302,Calle Gral. Miguel Piña y rey david,29.150107,-110.971822,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971822 29.150107)
631,1602-57,1602,General Piña y Lucrecia Ruiz de Ayon,29.148969,-110.972149,2,1602,302,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972149 29.148969)
632,302-112,302,Av. Arcelia moraga y movas,29.147765,-110.97098,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97098 29.147765)
633,302-113,302,Av. Arcelia moraga y el quiriego,29.147676,-110.968708,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.968708 29.147676)
634,302-114,302,Av. Lucrecia ruiz de ayon y torrance,29.149082,-110.967544,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967544 29.149082)
635,302-115,302,Av. Lucrecia ruiz de ayon y calle miranda,29.14896,-110.964862,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964862 29.14896)
636,302-116,302,San Gelacio y Av. Lucrecia ruiz de ayon,29.148885,-110.961713,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.961713 29.148885)
637,302-117,302,Hermosa y Santa Ana,29.150256,-110.959688,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.959688 29.150256)
638,302-118,302,Hermosa y covina,29.149057,-110.959661,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.959661 29.149057)
639,302-119,302,Av. Lucrecia ruiz de ayon y toponga,29.148745,-110.960888,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.960888 29.148745)
640,302-120,302,Av. lucrecia ruiz de ayon y calle San leobardo,29.148797,-110.962326,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.962326 29.148797)
641,302-121,302,Av. Lucrecia ruiz de ayon y calle miranda,29.1489,-110.964848,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964848 29.1489)
642,302-122,302,Av. Arcelia Moraga & Calle Gral Bernardo Reyes,29.148967,-110.967658,1,302,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967658 29.148967)
643,401-1,401,Solidaridad y Mariano Jimenez,29.124207,-110.992694,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992694 29.124207)
644,1701-37,1701,Blvd Solidaridad Y Av Mariano Valencia,29.122205,-110.992664,2,1701,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992664 29.122205)
645,1801-34,1801,blvd solidaridad y av passeo del algodón,29.119044,-110.992611,2,1801,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992611 29.119044)
646,1801-33,1801,blvd solidaridad y san blas,29.115602,-110.992629,3,1801,401,201,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992629 29.115602)
647,401-5,401,solidaridad y leona vicario,29.110943,-110.992622,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992622 29.110943)
648,1801-31,1801,blv solidaridad y av perimetral norte,29.109152,-110.992571,2,1801,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992571 29.109152)
649,1801-30,1801,blvd solidaridad y av jesus garcia,29.106189,-110.992559,2,1801,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992559 29.106189)
650,1801-28,1801,blvd solidaridad y av jose maria mendoza,29.102456,-110.992515,2,1801,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992515 29.102456)
651,401-14,401,solidaridad e Ignacio Pesqueira,29.084706,-110.985832,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985832 29.084706)
652,401-15,401,solidaridad y real del arco,29.082747,-110.983583,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983583 29.082747)
653,401-16,401,solidaridad y paseo de los alamos,29.079273,-110.982322,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.982322 29.079273)
654,401-17,401,solidaridad y villa rica,29.076608,-110.981298,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981298 29.076608)
655,401-18,401,solidaridad y calle olmos,29.074892,-110.979022,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.979022 29.074892)
656,401-19,401,solidaridad y olivares,29.072745,-110.975398,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975398 29.072745)
657,401-20,401,solidaridad y Padua,29.07158,-110.973443,2,401,1501,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973443 29.07158)
658,1400-71,1400,BLVD SOLIDARIDAD Y PEÑASCO,29.067343,-110.969886,3,1400,401,1401,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969886 29.067343)
659,401-26,401,SOLIDARIDAD Y AV. DE LOS MOCHIS,29.053028,-110.963723,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963723 29.053028)
660,401-27,401,SOLIDARIDAD Y GUAMUCHIL,29.05108,-110.963541,2,401,801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963541 29.05108)
661,401-29,401,SOLIDARIDAD Y OCTAVA,29.043733,-110.961634,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.961634 29.043733)
662,401-32,401,PERIFERICO SUR E Ixtlazihuatl,29.034679,-110.948351,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.948351 29.034679)
663,402-55,402,PERIFERICO SUR  Y BLVD PASEO DE LAS LOMAS,29.033984,-110.945878,3,402,601,401,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.945878 29.033984)
664,401-35,401,carretera a sahuaripa,29.029585,-110.927665,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.927665 29.029585)
665,401-36,401,carretera a sahuaripa,29.02966,-110.925787,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.925787 29.02966)
666,401-37,401,carretera a sahuaripa y de las galaxias,29.029901,-110.916364,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.916364 29.029901)
667,401-38,401,De la plata y carretera a sahuaripa,29.029282,-110.910836,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.910836 29.029282)
668,401-39,401,de la plata y de los Nogales,29.025374,-110.910724,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.910724 29.025374)
669,401-40,401,De la plata y del yeso,29.021837,-110.910697,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.910697 29.021837)
670,401-41,401,de la plata y dee los olivos,29.019304,-110.910659,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.910659 29.019304)
671,401-42,401,de los olivos y del oro,29.019078,-110.908562,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.908562 29.019078)
672,401-43,401,de los olivos y de los mayos,29.019158,-110.904898,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.904898 29.019158)
673,401-44,401,de los olivos y de los olivos,29.019775,-110.90321,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.90321 29.019775)
674,401-45,401,de los olivos y de los seris,29.015928,-110.901692,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.901692 29.015928)
675,401-46,401,de los olivos,29.011382,-110.904272,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.904272 29.011382)
676,401-47,401,CARRETERA ALA COLORADA Y Lincoln,29.002895,-110.909856,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.909856 29.002895)
677,401-48,401,blvd. Picacho,29.006194,-110.91563,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.91563 29.006194)
678,401-49,401,blvd. Picacho y unamichi,29.003395,-110.920088,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.920088 29.003395)
679,401-50,401,blvd. Musaro y de las monturas,29.008621,-110.924349,2,401,601,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.924349 29.008621)
680,401-51,401,blvd. Musaro y cedro bco,29.008585,-110.927957,2,401,601,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.927957 29.008585)
681,401-53,401,blvd. Musaro y capomo,29.008559,-110.931115,3,401,601,701,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931115 29.008559)
682,201-138,201,Blvd. Capomo y  Nuevo Pedregal,29.016265,-110.931615,2,201,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931615 29.016265)
683,401-59,401,blvd. De los ganaderos,29.036363,-110.939862,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.939862 29.036363)
684,401-63,401,blvd. Paseo de las  lomas y retorno provincia granada,29.048064,-110.942349,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.942349 29.048064)
685,401-65,401,blvd. Paseo de las lomas y av. Da Vinci,29.040781,-110.945277,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.945277 29.040781)
686,402-88,402,BLVD PASEO LASS LOMAS Y AV PLINIO,29.038884,-110.945038,3,402,601,401,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.945038 29.038884)
687,401-67,401,paseo de las lomas y paricutin,29.035524,-110.945565,2,401,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.945565 29.035524)
688,401-68,401,periferico sur y de los volcanes,29.035643,-110.950799,2,401,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.950799 29.035643)
689,401-69,401,periferico sur y calle ejido,29.036759,-110.955077,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.955077 29.036759)
690,401-70,401,agustin de vildosola y periferico sur,29.038419,-110.958247,7,401,701,901,902,1101,1201,1102,0,0,0,0,NA,NA,NA,POINT (-110.958247 29.038419)
691,401-71,401,agustin de vildosola y del topacio,29.041326,-110.957714,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957714 29.041326)
692,401-72,401,agutin de vildosola y av. Del rubi,29.044875,-110.957058,6,401,901,902,1101,1201,1102,0,0,0,0,0,NA,NA,NA,POINT (-110.957058 29.044875)
693,401-73,401,agustin de vvildosola y av. De la roca,29.047782,-110.956519,2,401,1201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.956519 29.047782)
694,401-74,401,agustin de vildosola y av. Cruz galvez,29.053398,-110.955412,6,401,901,902,1101,1201,1102,0,0,0,0,0,NA,NA,NA,POINT (-110.955412 29.053398)
695,401-75,401,agustin de vildosola y manuel ojeda,29.055691,-110.954999,8,401,701,801,901,902,1101,1201,1102,0,0,0,NA,NA,NA,POINT (-110.954999 29.055691)
696,401-76,401,agustin de vildosola y revolucion,29.061173,-110.954307,6,401,801,901,902,1101,1102,0,0,0,0,0,NA,NA,NA,POINT (-110.954307 29.061173)
697,401-77,401,agustin de vildosola y av.de la cultura,29.066214,-110.954768,8,401,701,801,901,902,1101,1201,1102,0,0,0,NA,NA,NA,POINT (-110.954768 29.066214)
698,401-78,401,rosales y cucurpe,29.071554,-110.955546,11,401,801,901,902,1101,1201,1400,1502,201,1102,1401,NA,NA,NA,POINT (-110.955546 29.071554)
699,101-5,101,Blvd. Luis Encinas Y,29.08654,-110.962893,3,101,1601,401,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.962893 29.08654)
700,401-83,401,GASTÓN MADRID AV. FRONTERAS,29.088446,-110.964133,3,401,601,1601,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964133 29.088446)
701,401-84,401,aldama y zacatecas,29.090766,-110.964034,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964034 29.090766)
702,401-85,401,ALDAMA Y AGUAS CALIENTES,29.094684,-110.964682,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964682 29.094684)
703,401-86,401,ALDAMA Y QUINTANA ROO,29.096845,-110.965009,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.965009 29.096845)
704,401-87,401,ALDAMA Y NOGALES,29.101293,-110.965763,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.965763 29.101293)
705,401-88,401,jose carmelo y guadalupe victoria,29.10213,-110.967064,3,401,1501,1902,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967064 29.10213)
706,401-89,401,reforma y othon almada,29.102482,-110.968891,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.968891 29.102482)
707,401-90,401,reforma y jose marria mendoza,29.105257,-110.969341,2,401,1602,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969341 29.105257)
708,401-91,401,reforma y luis orci,29.10806,-110.969845,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969845 29.10806)
709,401-92,401,reforma y garcia aburto,29.110448,-110.970227,2,401,1602,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970227 29.110448)
710,401-95,401,CÁRDENAS Y 12 DE OCTUBRE,29.11527,-110.974796,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974796 29.11527)
711,401-97,401,CÁRDENAS Y MAZA DE JUÁREZ,29.122134,-110.988016,2,401,1001,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988016 29.122134)
712,401-98,401,Blvd. Lazaro Cardenas y Calle Lopez del Castillo,29.119979,-110.983864,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983864 29.119979)
713,401-99,401,CATURELI Y SÓSTENES ROCHA,29.124861,-110.986037,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986037 29.124861)
714,401-100,401,CATURELI Y JOSÉ HERRERA,29.126717,-110.986332,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986332 29.126717)
715,401-101,401,carlos caturegli y lucas alaman,29.128404,-110.986622,1,401,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986622 29.128404)
