field_1,Codigo,Linea,Nombre,Latitude,Longitud,No_Lineas,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,geometry
1827,1201-74,1201,Blvd Coyote Iguana Y De La Tuna Colorada,29.036831,-110.976186,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.976186 29.036831)
1828,1201-76,1201,Blvd Coyote Iguana Y Calle  Cactus,29.037374,-110.981569,2,1201,1400,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981569 29.037374)
1829,1201-77,1201,Blvd Coyote Iguana Y Y Calle Palo Citavaro,29.03755,-110.983255,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983255 29.03755)
1830,1201-78,1201,And. Num 2 Y Escorpion Dorado,29.035841,-110.981945,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981945 29.035841)
1831,1201-79,1201,And. Num 2 Y Av Libertad,29.035012,-110.98204,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98204 29.035012)
1832,1201-80,1201,Av Libertad Y Pilares De La Esperanza,29.035108,-110.983938,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983938 29.035108)
1833,1201-81,1201,Av Libertad Y Nuevo Rosales,29.035367,-110.985432,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985432 29.035367)
1834,1201-82,1201,Av Libertad Y CalleAtardecer,29.035506,-110.986999,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986999 29.035506)
1835,1201-83,1201,Av Libertad Y Reynoso,29.035364,-110.988358,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988358 29.035364)
1836,1201-84,1201,Reynoso  Y Jorge Gaxiola,29.033981,-110.98823,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98823 29.033981)
1837,1201-85,1201,Reynoso Y Av Sinai,29.032225,-110.988032,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988032 29.032225)
1838,1201-86,1201,Av Sinai Y Calle Atardecer,29.032148,-110.986695,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986695 29.032148)
1839,1201-87,1201,Av Sinai Y Francisoc Leon Garcia,29.032195,-110.984088,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984088 29.032195)
1840,1201-88,1201,Av Dalia Y Eucalipto,29.031865,-110.981786,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981786 29.031865)
1841,1201-89,1201,Eucalipto Y Adolfo Lopez Mateos,29.030242,-110.98194,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98194 29.030242)
1842,1201-90,1201,Adolfo Lopez Mateos  Y Alamo Blanco,29.029722,-110.979575,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.979575 29.029722)
1843,1201-91,1201,Euadolfo Lopez Mateos Y Tabachin,29.029545,-110.978226,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.978226 29.029545)
1844,1201-92,1201,Adolfo Lopez Mateos Y Pirul,29.029315,-110.976369,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.976369 29.029315)
1845,1201-93,1201,Adolfo Lopez Mateos Y De La Salud,29.028962,-110.973467,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973467 29.028962)
1846,1201-94,1201,Adolfo Lopez Mateos Y Benito Juarez,29.028593,-110.970469,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970469 29.028593)
1847,1201-95,1201,Benito Juarez Y Amapolas,29.029535,-110.970122,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970122 29.029535)
1848,1201-96,1201,Av Dalia Y Calle Jasinto Lopez,29.030611,-110.971993,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971993 29.030611)
1849,1201-97,1201,Av Dalia Y Calle Pitahaya Madura,29.030903,-110.974377,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974377 29.030903)
1850,1201-98,1201,Av Dalia Y Pirul,29.031149,-110.976116,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.976116 29.031149)
1851,1201-99,1201,Av Dalia Y Calle Álamo Blanco,29.031384,-110.978155,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.978155 29.031384)
1852,1201-100,1201,Av Dalia Y Eucalipto,29.03187,-110.981538,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981538 29.03187)
1853,1201-101,1201,Av Dalia Y Francisco León Garcia,29.031311,-110.984282,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984282 29.031311)
1854,1201-102,1201,Av Sinaí Y Calle Atardecer,29.032233,-110.986411,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986411 29.032233)
1855,1201-103,1201,Av Sinaí Y Reynoso,29.032141,-110.987908,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987908 29.032141)
1856,1201-104,1201,Reynoso Y Jorge Gaxiola,29.033874,-110.988144,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988144 29.033874)
1857,1201-105,1201,Reynoso Y Av Libertad,29.035476,-110.988302,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988302 29.035476)
1858,1201-106,1201,Av Libertar Y Atardecer,29.035448,-110.986968,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986968 29.035448)
1859,1201-107,1201,Av Libertar Y Nuevo Rosales,29.035343,-110.985727,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985727 29.035343)
1860,1201-108,1201,Av Libertad Y Francisco Leon Garcia,29.035149,-110.984281,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984281 29.035149)
1861,1201-109,1201,Av Libertad Y And. Num. 2,29.035058,-110.981964,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981964 29.035058)
1862,1201-110,1201,And. Num. 2 Y Escorpion Dorado,29.035937,-110.981854,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981854 29.035937)
1863,1201-111,1201,Av Palo Citabaro  Y Blvd Coyote Iguana,29.037414,-110.983334,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983334 29.037414)
1864,1201-112,1201,Blvd Coyote Iguana Y Calle  Cactus,29.037315,-110.981846,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981846 29.037315)
1865,1201-114,1201,Blvd Coyote Iguana Y De La Tuna Colorada,29.036766,-110.97656,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97656 29.036766)
1866,1201-115,1201,Blvd Coyote Iguana Y Calle Pitahaya Madura,29.036479,-110.973809,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973809 29.036479)
1867,1201-116,1201,Labradores Y Benito Juarez,29.035984,-110.971272,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971272 29.035984)
1868,1201-117,1201,Labradores Y Lauro Galvez,29.035684,-110.968959,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.968959 29.035684)
1869,1201-118,1201,Labaradores Y 7 De Noviembre,29.035366,-110.966289,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966289 29.035366)
1870,1201-119,1201,De Los Labradores Y Gildardo Magaña,29.034215,-110.962263,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.962263 29.034215)
1871,1201-120,1201,De Los Labradores Y Blvd Manuel J Clouthier,29.033895,-110.959673,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.959673 29.033895)
1872,1201-122,1201,Blvd Agustin De Vildosola Y Del Topacio,29.041555,-110.95765,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.95765 29.041555)
1873,1201-125,1201,Blvd Agustin De Vildosola Y Av San Pedro De La Conquista,29.050409,-110.955998,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.955998 29.050409)
1874,1201-129,1201,Blvd Agustin De Vildosola Y Av Revolucion,29.060467,-110.954242,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.954242 29.060467)
1875,1201-130,1201,Blvd Agustin De Vildosola Y Ignacio Zaragoza,29.063032,-110.95452,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.95452 29.063032)
1876,1201-133,1201,Calle Pino Suarez Y Av Aquiles Serdan,29.076348,-110.956276,3,1201,1400,1401,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.956276 29.076348)
1877,1201-134,1201,Calle Pino Suarez Y Calle Garmendia,29.077908,-110.953702,5,1201,1400,1501,1502,1401,0,0,0,0,0,0,NA,NA,NA,POINT (-110.953702 29.077908)
1878,1201-138,1201,Calle Revolucion Y Av Puebla,29.085658,-110.949369,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.949369 29.085658)
1879,1201-141,1201,Calle Revolucion Y Nayarit,29.096141,-110.950466,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.950466 29.096141)
1880,1201-143,1201,Blvd Jose Maria Morelos Y Av Francisco Zarco,29.101604,-110.950902,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.950902 29.101604)
1881,1201-147,1201,Av Uno Y Calle Tres,29.114127,-110.95753,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.95753 29.114127)
1882,1201-148,1201,Calle Tres Y Av Cinco,29.115926,-110.958202,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.958202 29.115926)
1883,1201-149,1201,Calle Tres Y Ocho,29.117232,-110.958407,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.958407 29.117232)
1884,1201-151,1201,Av Ley Federal Del Trabajo Y Calle Israel Gonzalez,29.120991,-110.960892,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.960892 29.120991)
1885,1201-152,1201,Av Ley Federal Del Trabajo Y  Mariano Escobedo,29.120637,-110.963636,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963636 29.120637)
1886,1201-153,1201,Av Ley Federal Del Trabajo Y  Heroes De Caborca,29.120423,-110.966303,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966303 29.120423)
1887,1201-154,1201,Heroes De Caborca Y Av Poder Legislativo,29.122045,-110.966562,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966562 29.122045)
1888,1201-155,1201,Heroes De Caborca Y Av 6 De Abril,29.124474,-110.967194,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967194 29.124474)
1889,1201-156,1201,Blvd Jose Lopez Portillo Y Calle Guadalupe Victoria,29.125003,-110.97118,2,1201,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97118 29.125003)
1890,1201-157,1201,Blvd Jose Lopez Portillo Y Calle Francisco Monteverde,29.124672,-110.974254,2,1201,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974254 29.124672)
1891,1201-158,1201,Blvd Jose Lopez Portillo Y Calle 12 De Octubre,29.124432,-110.976302,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.976302 29.124432)
1892,1201-159,1201,Blvd Jose Lopez Portillo Y Olivares,29.123875,-110.981639,2,1201,1801,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981639 29.123875)
1893,1201-162,1201,Olivares Y Av Juan De La Granja,29.129073,-110.982726,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.982726 29.129073)
1894,1201-163,1201,Olivares Y Av Leandro Valle,29.130918,-110.983024,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983024 29.130918)
1895,601-133,601,Olivares Mazatan,29.132321,-110.98322,2,601,1201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98322 29.132321)
1896,1201-165,1201,Olivares Y Pueblo De Álamos,29.135089,-110.983702,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983702 29.135089)
1897,1201-166,1201,Olivares Y Villa De Juárez,29.136108,-110.983853,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983853 29.136108)
1898,1201-167,1201,Olivares Y Rebeico,29.137892,-110.984152,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984152 29.137892)
1899,601-136,601,Olivares Suaqui Grande,29.139318,-110.984373,2,601,1201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984373 29.139318)
1900,1201-169,1201,Olivares Y Pilares,29.143046,-110.985324,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985324 29.143046)
1901,1201-170,1201,Calle T Lopez Del Castillo Y Blvd Progreso,29.146318,-110.986809,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.986809 29.146318)
1902,1201-171,1201,Olivares Y Paseo De La Capilla,29.148627,-110.987603,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987603 29.148627)
1903,1201-172,1201,Olivares Y Bulevard Luz Valencia,29.150708,-110.988368,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988368 29.150708)
1904,1201-173,1201,Bulevard Luz Valencia Y Ruben Gutierrez,29.150589,-110.991384,1,1201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.991384 29.150589)
1905,601-143,601,Luz Valencia Solidaridad,29.149865,-110.996218,2,601,1201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.996218 29.149865)
1906,1301-2,1301,Bulevar Luz Valencia y de los molinos,29.151408,-110.985663,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985663 29.151408)
1907,1301-3,1301,olivares y bldv luz valencia,29.150657,-110.988746,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.988746 29.150657)
1908,1301-4,1301,calle t. lopez del castillo y monte olimpo,29.148197,-110.987858,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987858 29.148197)
1909,1301-5,1301,calle t. lopez del castillo,29.146215,-110.987152,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987152 29.146215)
1910,1301-6,1301,blvd progreso,29.145145,-110.985006,2,1301,1703,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985006 29.145145)
1911,1301-7,1301,calle simon bley y san nicolas,29.143995,-110.983542,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983542 29.143995)
1912,1301-8,1301,calle simon bley y santa rosalia,29.140733,-110.983027,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983027 29.140733)
1913,1301-9,1301,calle simon bley y rebeico,29.138361,-110.98264,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98264 29.138361)
1914,1301-10,1301,calle simon bley y granados,29.135642,-110.982188,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.982188 29.135642)
1915,1301-11,1301,calle simon bley y mazatan,29.132437,-110.981663,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981663 29.132437)
1916,1301-12,1301,calle simon bley y alejandro garcia,29.130388,-110.981337,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981337 29.130388)
1917,1301-13,1301,av ignacio manuel altamirano y simon bley,29.128456,-110.981164,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981164 29.128456)
1918,1301-14,1301,av ignacio manuel altamirano y olivares,29.128267,-110.982559,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.982559 29.128267)
1919,1301-15,1301,av ignacio manuel altamirano y calle t. lopez del castillo,29.128039,-110.984321,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984321 29.128039)
1920,1301-16,1301,calle t. lopez del castillo y donato guerra,29.12763,-110.984438,1,1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984438 29.12763)
